Query,model_output,code_output,objective_value,obj,Count
"Consider the following table of food and corresponding nutritional values: Bread contains 4 grams of protein, 7 grams of carbohydrates, has a calorie count of 130, and costs 3 dollar. Milk contains 6 grams of protein, 10 grams of carbohydrates, has a calorie count of 120, and costs 4 dollars. Fish is high in protein with 20 grams, contains no carbohydrates, has a calorie count of 150, and is the most expensive at 8 dollars. Potato contains 1 gram of protein, is high in carbohydrates with 30 grams, has the lowest calorie count at 70, and is the cheapest at 2 dollars. The ideal intake for an adult is at least 30 grams of protein, 40 grams of carbohydrates, and 400 calories per day. The problem is to find the least costly way to achieve those amounts of nutrition by using the four types of food shown in the table. Provide your answer rounded to the nearest dollar.","\[
\begin{align*}
\min\ & 3x_1 + 4x_2 + 8x_3 + 2x_4 \\
\text{s.t.}\quad
& 4x_1 + 6x_2 + 20x_3 + 1x_4 \geq 30 \quad \text{(protein)} \\
& 7x_1 + 10x_2 + 0x_3 + 30x_4 \geq 40 \quad \text{(carbohydrates)} \\
& 130x_1 + 120x_2 + 150x_3 + 70x_4 \geq 400 \quad \text{(calories)} \\
& x_1, x_2, x_3, x_4 \geq 0 \quad \text{(continuous)}
\end{align*}
\]","import gurobipy as gp
from gurobipy import GRB

# Create the model
m = gp.Model(""Diet_Optimization"")

# Decision variables: x1, x2, x3, x4 >= 0 (continuous)
x1 = m.addVar(lb=0, vtype=GRB.CONTINUOUS, name=""x1"")
x2 = m.addVar(lb=0, vtype=GRB.CONTINUOUS, name=""x2"")
x3 = m.addVar(lb=0, vtype=GRB.CONTINUOUS, name=""x3"")
x4 = m.addVar(lb=0, vtype=GRB.CONTINUOUS, name=""x4"")

# Objective function: Minimize 3x1 + 4x2 + 8x3 + 2x4
m.setObjective(3 * x1 + 4 * x2 + 8 * x3 + 2 * x4, GRB.MINIMIZE)

# Constraints
m.addConstr(4 * x1 + 6 * x2 + 20 * x3 + 1 * x4 >= 30, name=""protein"")
m.addConstr(7 * x1 + 10 * x2 + 0 * x3 + 30 * x4 >= 40, name=""carbohydrates"")
m.addConstr(130 * x1 + 120 * x2 + 150 * x3 + 70 * x4 >= 400, name=""calories"")

# Solve the model
m.optimize()",15.235121951219512,15,0
"Consider the following table of food and corresponding nutritional values: Bread contains 4 grams of protein, 7 grams of carbohydrates, has a calorie count of 130, and costs 3 dollar. Milk contains 6 grams of protein, 10 grams of carbohydrates, has a calorie count of 120, and costs 4 dollars. Fish is high in protein with 20 grams, contains no carbohydrates, has a calorie count of 150, and is the most expensive at 8 dollars. Potato contains 1 gram of protein, is high in carbohydrates with 30 grams, has the lowest calorie count at 70, and is the cheapest at 2 dollars. The ideal intake for an adult is at least 40 grams of protein, 50 grams of carbohydrates, and 450 calories per day. The problem is to find the least costly way to achieve those amounts of nutrition by using the four types of food shown in the table. Provide your answer rounded to the nearest dollar.","\[
\begin{align*}
\text{Minimize} \quad & 3x_1 + 4x_2 + 8x_3 + 2x_4 \\
\text{subject to} \quad
    & 4x_1 + 6x_2 + 20x_3 + 1x_4 \geq 40 \quad \text{(protein)} \\
    & 7x_1 + 10x_2 + 0x_3 + 30x_4 \geq 50 \quad \text{(carbohydrates)} \\
    & 130x_1 + 120x_2 + 150x_3 + 70x_4 \geq 450 \quad \text{(calories)} \\
    & x_1,\,x_2,\,x_3,\,x_4 \geq 0 \qquad \text{(continuous variables)}
\end{align*}
\]","import gurobipy as gp
from gurobipy import GRB

# Create the model
m = gp.Model(""Diet_Optimization"")

# Decision variables: x1, x2, x3, x4 >= 0 (continuous)
x1 = m.addVar(lb=0, vtype=GRB.CONTINUOUS, name=""x1"")
x2 = m.addVar(lb=0, vtype=GRB.CONTINUOUS, name=""x2"")
x3 = m.addVar(lb=0, vtype=GRB.CONTINUOUS, name=""x3"")
x4 = m.addVar(lb=0, vtype=GRB.CONTINUOUS, name=""x4"")

# Objective function: Minimize 3x1 + 4x2 + 8x3 + 2x4
m.setObjective(3 * x1 + 4 * x2 + 8 * x3 + 2 * x4, GRB.MINIMIZE)

# Constraints
m.addConstr(4 * x1 + 6 * x2 + 20 * x3 + 1 * x4 >= 40, name=""protein"")
m.addConstr(7 * x1 + 10 * x2 + 0 * x3 + 30 * x4 >= 50, name=""carbohydrates"")
m.addConstr(130 * x1 + 120 * x2 + 150 * x3 + 70 * x4 >= 450, name=""calories"")

# Solve the model
m.optimize()",19.217560975609754,19,0
"There are four nodes connected by directed edges. Node 1, which could represent the starting point, is connected to two other nodes: There is an edge from node 1 to node 2 with a capacity of 8. There is an edge from node 1 to node 3 with a capacity of 7. Node 2 is situated at the top of the graph and acts as an intermediate node, with three edges connected to it: An edge leading from node 2 to node 3 with a capacity of 2. An edge leading from node 2 to node 4 with a capacity of 4. Node 3 is another intermediate node and has two edges: An edge from node 3 to node 4 with a substantial capacity of 12. Node 4, which could represent the target or terminal, does not have any edges leading to other nodes, implying that it could be the end point. Find the corresponding maximum flow of the graph. Provide your answer rounded to the nearest integar.","\[
\begin{align*}
\max\quad & f_{14} \\
\text{s.t.}\quad
    & f_{12} \leq 8 \\
    & f_{13} \leq 7 \\
    & f_{23} \leq 2 \\
    & f_{24} \leq 4 \\
    & f_{34} \leq 12 \\
    & f_{12} + f_{13} = f_{23} + f_{24} + f_{34} \\
    & f_{12} = f_{23} + f_{24} \\
    & f_{13} + f_{23} = f_{34} \\
    & f_{ij} \geq 0 \quad \forall (i,j) \in \{(1,2),(1,3),(2,3),(2,4),(3,4)\}
\end{align*}
\]
where the maximum flow is \( f_{14} = f_{24} + f_{34} \), and all variables \( f_{ij} \in \mathbb{R}_+ \).","import gurobipy as gp
from gurobipy import GRB

# Create the model
m = gp.Model(""MaxFlow_Custom"")

# Decision variables: all flows are non-negative
f12 = m.addVar(lb=0, name=""f12"")
f13 = m.addVar(lb=0, name=""f13"")
f23 = m.addVar(lb=0, name=""f23"")
f24 = m.addVar(lb=0, name=""f24"")
f34 = m.addVar(lb=0, name=""f34"")

# Objective: maximize f14 = f24 + f34
m.setObjective(f24 + f34, GRB.MAXIMIZE)

# Capacity constraints
m.addConstr(f12 <= 8, name=""cap_f12"")
m.addConstr(f13 <= 7, name=""cap_f13"")
m.addConstr(f23 <= 2, name=""cap_f23"")
m.addConstr(f24 <= 4, name=""cap_f24"")
m.addConstr(f34 <= 12, name=""cap_f34"")

# Flow conservation and structure constraints
m.addConstr(f12 + f13 == f23 + f24 + f34, name=""node1_balance"")
m.addConstr(f12 == f23 + f24, name=""node2_balance"")
m.addConstr(f13 + f23 == f34, name=""node3_balance"")

# Solve the model
m.optimize()",11,13,0
"There are four nodes connected by directed edges. Node 1, which could represent the starting point, is connected to two other nodes: There is an edge from node 1 to node 2 with a capacity of 5. There is an edge from node 1 to node 3 with a capacity of 7. Node 2 is situated at the top of the graph and acts as an intermediate node, with three edges connected to it: An edge leading from node 2 to node 3 with a capacity of 2. An edge leading from node 2 to node 4 with a capacity of 4. Node 3 is another intermediate node and has two edges: An edge from node 3 to node 4 with a substantial capacity of 12. Node 4, which could represent the target or terminal, does not have any edges leading to other nodes, implying that it could be the end point. Find the corresponding maximum flow of the graph. Provide your answer rounded to the nearest integar.","\[
\begin{align*}
\max\quad & f_{14} \\
\text{s.t.}\quad
    & f_{12} \leq 5 \\
    & f_{13} \leq 7 \\
    & f_{23} \leq 2 \\
    & f_{24} \leq 4 \\
    & f_{34} \leq 12 \\
    & f_{12} + f_{13} = f_{24} + f_{34} \\
    & f_{12} = f_{23} + f_{24} \\
    & f_{13} + f_{23} = f_{34} \\
    & f_{12},\, f_{13},\, f_{23},\, f_{24},\, f_{34} \in \mathbb{R}_+
\end{align*}
\]","import gurobipy as gp
from gurobipy import GRB

# Create the model
m = gp.Model(""Flow_Optimization"")

# Decision variables (all non-negative)
f12 = m.addVar(lb=0, name=""f12"")
f13 = m.addVar(lb=0, name=""f13"")
f23 = m.addVar(lb=0, name=""f23"")
f24 = m.addVar(lb=0, name=""f24"")
f34 = m.addVar(lb=0, name=""f34"")

# Objective: maximize f14
# f14 is not a variable, but can be expressed in terms of other variables using the flow balance constraints.
# From the constraints:
# f12 + f13 = f24 + f34  (1)
# f12 = f23 + f24        (2)
# f13 + f23 = f34        (3)
# Let's solve for f14:
# At node 4: inflow = f14 + f24 + f34, outflow = 0, so net inflow = f14 + f24 + f34
# But f14 is not directly in the constraints, but the objective is to maximize f14.

# Let's express f14 in terms of the other variables.
# From (1): f12 + f13 = f24 + f34
# From (2): f12 = f23 + f24 => f23 = f12 - f24
# From (3): f13 + f23 = f34 => f13 + (f12 - f24) = f34 => f13 + f12 - f24 = f34

# At node 1: outflow = f12 + f13, inflow = 0, so net outflow = f12 + f13
# At node 2: inflow = f12, outflow = f23 + f24, so f12 = f23 + f24 (already in constraints)
# At node 3: inflow = f13 + f23, outflow = f34, so f13 + f23 = f34 (already in constraints)
# At node 4: inflow = f14 + f24 + f34, outflow = 0

# The only way to get f14 is to use the fact that total flow into node 4 is f14 + f24 + f34, and total flow out of node 1 is f12 + f13.
# But from (1): f12 + f13 = f24 + f34, so f14 + f24 + f34 = f14 + (f12 + f13)
# But that's not helpful. Instead, let's treat f14 as a variable, and add the flow balance at node 4:
# inflow: f14 + f24 + f34 = outflow: 0, so nothing to add.

# But since f14 is not in any constraint, we need to express f14 in terms of the other variables.
# Let's define f14 = f12 + f13 - f24 - f34 (from (1)), but that's not correct.
# Actually, from the context, f14 is the flow from node 1 to node 4, but it's not in the constraints.
# Let's add f14 as a variable, and add the flow balance at node 1 and node 4.

# Add f14 variable
f14 = m.addVar(lb=0, name=""f14"")

# Constraints

# Capacity constraints
m.addConstr(f12 <= 5, name=""cap_f12"")
m.addConstr(f13 <= 7, name=""cap_f13"")
m.addConstr(f23 <= 2, name=""cap_f23"")
m.addConstr(f24 <= 4, name=""cap_f24"")
m.addConstr(f34 <= 12, name=""cap_f34"")

# Flow conservation at node 1: outflow = f12 + f13 + f14, inflow = 0
# So, f12 + f13 + f14 = total outflow from node 1
# But we need to relate this to the rest of the network.
# Let's use the given constraints:

m.addConstr(f12 + f13 == f24 + f34, name=""balance_1"")
m.addConstr(f12 == f23 + f24, name=""balance_2"")
m.addConstr(f13 + f23 == f34, name=""balance_3"")

# The only way to include f14 is to add the flow balance at node 4:
# inflow: f14 + f24 + f34 = outflow: 0
# But since there is no outflow from node 4, we don't need to add anything.

# Objective
m.setObjective(f14, GRB.MAXIMIZE)

# Solve the model
m.optimize()",,12,0
"There are four nodes connected by directed edges. Node 1, which could represent the starting point, is connected to two other nodes: There is an edge from node 1 to node 2 with a capacity of 8. There is an edge from node 1 to node 3 with a capacity of 7. Node 2 is situated at the top of the graph and acts as an intermediate node, with three edges connected to it: An edge leading from node 2 to node 3 with a capacity of 2. An edge leading from node 2 to node 4 with a capacity of 4. Node 3 is another intermediate node and has two edges: An edge from node 3 to node 4 with a substantial capacity of 7. Node 4, which could represent the target or terminal, does not have any edges leading to other nodes, implying that it could be the end point. Find the corresponding maximum flow of the graph. Provide your answer rounded to the nearest integar.","\[
\begin{align*}
\max\quad & f_{14} \\
\text{s.t.}\quad
    & f_{12} \leq 8 \\
    & f_{13} \leq 7 \\
    & f_{23} \leq 2 \\
    & f_{24} \leq 4 \\
    & f_{34} \leq 7 \\
    & f_{12} = f_{23} + f_{24} \\
    & f_{13} + f_{23} = f_{34} \\
    & f_{14} = f_{24} + f_{34} \\
    & f_{12}, f_{13}, f_{23}, f_{24}, f_{34}, f_{14} \geq 0,\quad f_{12}, f_{13}, f_{23}, f_{24}, f_{34}, f_{14} \in \mathbb{R}
\end{align*}
\]","import gurobipy as gp
from gurobipy import GRB

# Create the model
m = gp.Model(""Flow_Optimization"")

# Decision variables
f12 = m.addVar(lb=0, name=""f12"")
f13 = m.addVar(lb=0, name=""f13"")
f23 = m.addVar(lb=0, name=""f23"")
f24 = m.addVar(lb=0, name=""f24"")
f34 = m.addVar(lb=0, name=""f34"")
f14 = m.addVar(lb=0, name=""f14"")

# Objective function: Maximize f14
m.setObjective(f14, GRB.MAXIMIZE)

# Capacity constraints
m.addConstr(f12 <= 8, name=""cap_f12"")
m.addConstr(f13 <= 7, name=""cap_f13"")
m.addConstr(f23 <= 2, name=""cap_f23"")
m.addConstr(f24 <= 4, name=""cap_f24"")
m.addConstr(f34 <= 7, name=""cap_f34"")

# Flow conservation and linking constraints
m.addConstr(f12 == f23 + f24, name=""link1"")
m.addConstr(f13 + f23 == f34, name=""link2"")
m.addConstr(f14 == f24 + f34, name=""link3"")

# Solve the model
m.optimize()",11,11,1
"A company produces two kinds of products. A product of the first type requires 1/4 hours of assembly labor, 1/8 hours of testing, and $1.2 worth of raw materials. A product of the second type requires 1/3 hours of assembly, 1/3 hours of testing, and $0.9 worth of raw materials. Given the current personnel of the company, there can be at most 90 hours of assembly labor and 80 hours of testing each day. Suppose that up to 50 hours of overtime assembly labor can be scheduled, at a cost of $7 per hour. Products of the first and second type have a market value of $9 and $8 respectively. Try to maximize the daily profit of the company. Provide your answer rounded to the nearest dollar.","\[
\begin{align*}
\max\quad & 9x_1 + 8x_2 - 1.2x_1 - 0.9x_2 - 7y \\
\text{s.t.}\quad & \frac{1}{4}x_1 + \frac{1}{3}x_2 \leq 90 + y \\
& \frac{1}{8}x_1 + \frac{1}{3}x_2 \leq 80 \\
& y \leq 50 \\
& x_1, x_2 \in \mathbb{Z}_+ \\
& y \in [0,50]
\end{align*}
\]","import gurobipy as gp
from gurobipy import GRB

# Create the model
m = gp.Model(""Custom_Optimization_Model"")

# Decision variables
x1 = m.addVar(vtype=GRB.INTEGER, lb=0, name=""x1"")
x2 = m.addVar(vtype=GRB.INTEGER, lb=0, name=""x2"")
y = m.addVar(vtype=GRB.CONTINUOUS, lb=0, ub=50, name=""y"")

# Objective function: Maximize 9x1 + 8x2 - 1.2x1 - 0.9x2 - 7y
m.setObjective((9 - 1.2) * x1 + (8 - 0.9) * x2 - 7 * y, GRB.MAXIMIZE)

# Constraints
m.addConstr(0.25 * x1 + (1/3) * x2 <= 90 + y, name=""c1"")
m.addConstr(0.125 * x1 + (1/3) * x2 <= 80, name=""c2"")
m.addConstr(y <= 50, name=""c3"")

# Solve the model
m.optimize()",4018,4018,1
"A company produces two kinds of products. A product of the first type requires 1/4 hours of assembly labor, 1/8 hours of testing, and $1.2 worth of raw materials. A product of the second type requires 1/3 hours of assembly, 1/3 hours of testing, and $0.9 worth of raw materials. Given the current personnel of the company, there can be at most 90 hours of assembly labor and 80 hours of testing each day. Suppose that up to 50 hours of overtime assembly labor can be scheduled, at a cost of $9 per hour. Products of the first and second type have a market value of $9 and $8 respectively. Try to maximize the daily profit of the company. Provide your answer rounded to the nearest dollar.","\[
\begin{align*}
\max\quad & 9x_1 + 8x_2 - 1.2x_1 - 0.9x_2 - 9y \\
\text{s.t.}\quad & \frac{1}{4}x_1 + \frac{1}{3}x_2 \leq 90 + y \\
& \frac{1}{8}x_1 + \frac{1}{3}x_2 \leq 80 \\
& y \leq 50 \\
& x_1, x_2 \in \mathbb{Z}_+ \\
& y \geq 0
\end{align*}
\]","import gurobipy as gp
from gurobipy import GRB

# Create the model
m = gp.Model(""Custom_Optimization_Model"")

# Decision variables
x1 = m.addVar(vtype=GRB.INTEGER, lb=0, name=""x1"")
x2 = m.addVar(vtype=GRB.INTEGER, lb=0, name=""x2"")
y = m.addVar(vtype=GRB.CONTINUOUS, lb=0, name=""y"")

# Objective function: Maximize 9x1 + 8x2 - 1.2x1 - 0.9x2 - 9y
m.setObjective((9 - 1.2) * x1 + (8 - 0.9) * x2 - 9 * y, GRB.MAXIMIZE)

# Constraints
m.addConstr(0.25 * x1 + (1/3) * x2 <= 90 + y, name=""c1"")
m.addConstr(0.125 * x1 + (1/3) * x2 <= 80, name=""c2"")
m.addConstr(y <= 50, name=""c3"")

# Solve the model
m.optimize()",3918,3918,1
"The China Railroad Ministry is in the process of planning relocations of freight cars among 5 regions of the country to get ready for the fall harvest. The following presents the costs of moving a car between each pair of regions. The costs are as follows: moving a car from region 1 to region 2 costs 10 units, to region 3 costs 12 units, to region 4 costs 17 units, and to region 5 costs 34 units. From region 2 to region 1 costs 10 units, to region 3 costs 18 units, to region 4 costs 8 units, and to region 5 costs 46 units. From region 3, moving a car to region 1 costs 12 units, to region 2 costs 18 units, to region 4 costs 9 units, and to region 5 costs 27 units. From region 4, the cost to move a car to region 1 is 17 units, to region 2 is 8 units, to region 3 is 9 units, and to region 5 is 20 units. Lastly, from region 5 to region 1 the cost is 34 units, to region 2 is 46 units, to region 3 is 27 units, and to region 4 is 20 units. The following displays the current number of cars and the number needed for harvest shipping in each region. Region 1 currently has 115 cars but needs 200. Region 2 has 385 cars available but requires 500. Region 3 has 410 cars against a need of 800. Region 4 is currently equipped with 480 cars, yet the need is only for 200. Finally, region 5 has 610 cars available, with a need for 300 cars. Minimize the cost to move the cars such as the need is met. Provide your answer rounded to the nearest dollar.","\[
\begin{align*}
\min\ & \sum_{i=1}^5 \sum_{\substack{j=1 \\ j\neq i}}^5 c_{ij} x_{ij} \\
\text{s.t. } 
& \sum_{j\neq 1} x_{j1} - \sum_{j\neq 1} x_{1j} + 115 = 200 \\
& \sum_{j\neq 2} x_{j2} - \sum_{j\neq 2} x_{2j} + 385 = 500 \\
& \sum_{j\neq 3} x_{j3} - \sum_{j\neq 3} x_{3j} + 410 = 800 \\
& \sum_{j\neq 4} x_{j4} - \sum_{j\neq 4} x_{4j} + 480 = 200 \\
& \sum_{j\neq 5} x_{j5} - \sum_{j\neq 5} x_{5j} + 610 = 300 \\
& x_{ij} \in \mathbb{Z}_+, \quad \forall i,j \in \{1,2,3,4,5\},\ i\neq j \\
\end{align*}
\]
where the costs $c_{ij}$ are:
\[
\begin{array}{c|ccccc}
 & 1 & 2 & 3 & 4 & 5 \\
\hline
1 & - & 10 & 12 & 17 & 34 \\
2 & 10 & - & 18 & 8 & 46 \\
3 & 12 & 18 & - & 9 & 27 \\
4 & 17 & 8 & 9 & - & 20 \\
5 & 34 & 46 & 27 & 20 & - \\
\end{array}
\]","import gurobipy as gp
from gurobipy import GRB
import numpy as np

# Sets
nodes = [1, 2, 3, 4, 5]

# Cost matrix c_{ij}
c = np.array([
    [0, 10, 12, 17, 34],
    [10, 0, 18, 8, 46],
    [12, 18, 0, 9, 27],
    [17, 8, 9, 0, 20],
    [34, 46, 27, 20, 0]
])

# Right-hand side constants for each node
rhs = {1: 200 - 115, 2: 500 - 385, 3: 800 - 410, 4: 200 - 480, 5: 300 - 610}

m = gp.Model(""Network_Flow_5nodes"")

# Decision variables: x_{ij} for i != j, integer and >= 0
x = m.addVars(
    [(i, j) for i in nodes for j in nodes if i != j],
    vtype=GRB.INTEGER, lb=0, name=""x""
)

# Objective function
m.setObjective(
    gp.quicksum(c[i-1, j-1] * x[i, j] for i in nodes for j in nodes if i != j),
    GRB.MINIMIZE
)

# Flow balance constraints
for i in nodes:
    m.addConstr(
        gp.quicksum(x[j, i] for j in nodes if j != i) - gp.quicksum(x[i, j] for j in nodes if j != i) == rhs[i],
        name=f""balance_{i}""
    )

m.optimize()",11370,11370,1
"The China Railroad Ministry is in the process of planning relocations of freight cars among 5 regions of the country to get ready for the fall harvest. The following presents the costs of moving a car between each pair of regions. The costs are as follows: moving a car from region 1 to region 2 costs 10 units, to region 3 costs 12 units, to region 4 costs 17 units, and to region 5 costs 34 units. From region 2 to region 1 costs 10 units, to region 3 costs 18 units, to region 4 costs 8 units, and to region 5 costs 46 units. From region 3, moving a car to region 1 costs 12 units, to region 2 costs 18 units, to region 4 costs 9 units, and to region 5 costs 27 units. From region 4, the cost to move a car to region 1 is 17 units, to region 2 is 8 units, to region 3 is 9 units, and to region 5 is 20 units. Lastly, from region 5 to region 1 the cost is 34 units, to region 2 is 46 units, to region 3 is 27 units, and to region 4 is 20 units. The following displays the current number of cars and the number needed for harvest shipping in each region. Region 1 currently has 115 cars but needs 300. Region 2 has 385 cars available but requires 400. Region 3 has 410 cars against a need of 800. Region 4 is currently equipped with 480 cars, yet the need is only for 200. Finally, region 5 has 610 cars available, with a need for 300 cars. Minimize the cost to move the cars such as the need is met. Provide your answer rounded to the nearest dollar.","\[
\begin{align*}
\text{Minimize} \quad & \sum_{i=1}^5 \sum_{\substack{j=1 \\ j \neq i}}^5 c_{ij} x_{ij} \\
\text{where} \quad & \\
& c_{12}=10,\ c_{13}=12,\ c_{14}=17,\ c_{15}=34 \\
& c_{21}=10,\ c_{23}=18,\ c_{24}=8,\ c_{25}=46 \\
& c_{31}=12,\ c_{32}=18,\ c_{34}=9,\ c_{35}=27 \\
& c_{41}=17,\ c_{42}=8,\ c_{43}=9,\ c_{45}=20 \\
& c_{51}=34,\ c_{52}=46,\ c_{53}=27,\ c_{54}=20 \\
\\
\text{Subject to:} \\
& \text{(Supply/demand balance for each region)} \\
& \sum_{j \neq 1} x_{j1} - \sum_{j \neq 1} x_{1j} + 115 = 300 \\
& \sum_{j \neq 2} x_{j2} - \sum_{j \neq 2} x_{2j} + 385 = 400 \\
& \sum_{j \neq 3} x_{j3} - \sum_{j \neq 3} x_{3j} + 410 = 800 \\
& \sum_{j \neq 4} x_{j4} - \sum_{j \neq 4} x_{4j} + 480 = 200 \\
& \sum_{j \neq 5} x_{j5} - \sum_{j \neq 5} x_{5j} + 610 = 300 \\
\\
& x_{ij} \in \mathbb{Z}_+, \quad \forall i,j \in \{1,2,3,4,5\},\ i \neq j
\end{align*}
\]","import gurobipy as gp
from gurobipy import GRB

# Sets
regions = [1, 2, 3, 4, 5]

# Cost dictionary c_{ij} for i != j
c = {
    (1, 2): 10, (1, 3): 12, (1, 4): 17, (1, 5): 34,
    (2, 1): 10, (2, 3): 18, (2, 4): 8,  (2, 5): 46,
    (3, 1): 12, (3, 2): 18, (3, 4): 9,  (3, 5): 27,
    (4, 1): 17, (4, 2): 8,  (4, 3): 9,  (4, 5): 20,
    (5, 1): 34, (5, 2): 46, (5, 3): 27, (5, 4): 20
}

# Supply/demand balance right-hand sides (from constraints)
rhs = {
    1: 300 - 115,  # sum_{j!=1} x_{j1} - sum_{j!=1} x_{1j} = 185
    2: 400 - 385,  # = 15
    3: 800 - 410,  # = 390
    4: 200 - 480,  # = -280
    5: 300 - 610   # = -310
}

# Model
m = gp.Model(""Region_Transportation"")

# Decision variables: x_{ij} >= 0, integer, for i != j
x = m.addVars(
    [(i, j) for i in regions for j in regions if i != j],
    vtype=GRB.INTEGER, lb=0, name=""x""
)

# Objective: Minimize total cost
m.setObjective(
    gp.quicksum(c[i, j] * x[i, j] for i, j in c),
    GRB.MINIMIZE
)

# Supply/demand balance constraints for each region
for k in regions:
    m.addConstr(
        gp.quicksum(x[j, k] for j in regions if j != k) - gp.quicksum(x[k, j] for j in regions if j != k) == rhs[k],
        name=f""balance_{k}""
    )

# Solve
m.optimize()",12170,12170,1
"The Chinese University of Hong Kong, Shenzhen decides to build a circular fountain on the campus. The school wants the fountain to be round and as large as possible but it must be restricted in a polygonal construction field, which is given by the following points: (0, 1), (0, 6), (4, 10), (8, 10), (11, 7), (11, 4), (7, 0), and (1, 0), the unit is m. Give a linear optimization formulation and find the maximal area. Keep your answer in four significant digit number.","\[
\begin{align*}
\max\quad & \pi r^2 \\
\text{s.t.}\quad
& \text{For all } i=1,\ldots,8: \\
& a_i x_c + b_i y_c + c_i + r \sqrt{a_i^2 + b_i^2} \leq 0 \\
& r \geq 0 \\
& x_c, y_c, r \in \mathbb{R}
\end{align*}
\]
where each $(a_i, b_i, c_i)$ defines the $i$-th edge of the polygon in the form $a_i x + b_i y + c_i \leq 0$ (with the interior on the correct side).","import gurobipy as gp
from gurobipy import GRB
import numpy as np

# Example polygon: regular octagon centered at (0,0) with radius 1
# You can replace these with your own (a_i, b_i, c_i) values for any polygon
theta = np.linspace(0, 2 * np.pi, 9)[:-1]
vertices = np.stack([np.cos(theta), np.sin(theta)], axis=1)
a = []
b = []
c = []
for i in range(8):
    x1, y1 = vertices[i]
    x2, y2 = vertices[(i + 1) % 8]
    # Line from (x1, y1) to (x2, y2): normal vector (y2-y1, x1-x2)
    nx = y2 - y1
    ny = x1 - x2
    norm = np.hypot(nx, ny)
    nx /= norm
    ny /= norm
    # The line passes through (x1, y1): a*x + b*y + c = 0
    ci = -nx * x1 - ny * y1
    a.append(nx)
    b.append(ny)
    c.append(ci)

n = len(a)

m = gp.Model(""MaxInscribedCircle"")

# Decision variables
x_c = m.addVar(lb=-GRB.INFINITY, name=""x_c"")
y_c = m.addVar(lb=-GRB.INFINITY, name=""y_c"")
r = m.addVar(lb=0, name=""r"")

# Objective: maximize pi * r^2
m.setObjective(np.pi * r * r, GRB.MAXIMIZE)

# Constraints: a_i x_c + b_i y_c + c_i + r * sqrt(a_i^2 + b_i^2) <= 0 for all i
for i in range(n):
    norm = np.hypot(a[i], b[i])
    m.addConstr(a[i] * x_c + b[i] * y_c + c[i] + r * norm <= 0, name=f""edge_{i}"")

m.optimize()",2.6815170465073566,66.366,0
